entropy,mean,variance,autocorr,run_length,label
0.9209394481940656,0.664,0.22310400000000002,-0.01648218808164079,2.207505518763797,Weak
0.8977369399155668,0.686,0.215404,-0.014269879562961775,2.293577981651376,Weak
0.8885020591088226,0.694,0.21236400000000002,-0.0019965646704358077,2.3529411764705883,Weak
0.918961058506293,0.666,0.22244399999999995,-0.024006062296191406,2.197802197802198,Weak
0.9228919718923307,0.662,0.22375599999999995,0.06858992173702552,2.4038461538461537,Weak
0.8977369399155668,0.686,0.215404,0.016826124010555856,2.3640661938534278,Weak
0.9295231861792262,0.655,0.2259750000000001,-0.03605903470283223,2.1367521367521367,Weak
0.9367188103082079,0.647,0.22839099999999998,-0.027969517559087533,2.1321961620469083,Weak
0.8788323569105613,0.702,0.20919600000000002,-0.018616741184693184,2.347417840375587,Weak
0.8885020591088226,0.694,0.21236400000000002,0.048382989559460104,2.4752475247524752,Weak
0.9322691915480671,0.652,0.22689599999999996,-0.01710719656224364,2.1691973969631237,Weak
0.8977369399155668,0.686,0.215404,-0.012515691106048756,2.293577981651376,Weak
0.8988610370442901,0.685,0.21577500000000002,-0.03395989974937341,2.242152466367713,Weak
0.9118318792514706,0.673,0.22007100000000002,-0.004710026212319797,2.262443438914027,Weak
0.9304448940240343,0.654,0.22628399999999999,-0.025803539023980117,2.1551724137931036,Weak
0.950672092687066,0.63,0.23309999999999995,0.014316425279852628,2.178649237472767,Weak
0.9285950940151024,0.656,0.22566399999999995,0.02613207001204989,2.277904328018223,Weak
0.9349579708037453,0.649,0.22779899999999997,0.06762931983270958,2.358490566037736,Weak
0.92481870497303,0.66,0.22440000000000004,0.0012675176292065023,2.232142857142857,Weak
0.9267197214533212,0.658,0.225036,-0.0017693356746204577,2.2222222222222223,Weak
0.9209394481940656,0.664,0.22310400000000002,-0.0224628312863607,2.192982456140351,Weak
0.9179621399872385,0.667,0.22211099999999992,-0.009009009009009073,2.232142857142857,Weak
0.9159448069797606,0.669,0.22143899999999997,-0.037707251491257386,2.178649237472767,Weak
0.9331717984240897,0.651,0.227199,0.010692594752167377,2.2271714922048997,Weak
0.9295231861792262,0.655,0.225975,0.05405922111135123,2.34192037470726,Weak
0.9149263727797277,0.67,0.22109999999999996,0.046740721041097166,2.375296912114014,Weak
0.9375897508004304,0.646,0.22868399999999997,-0.0063066614111153664,2.1739130434782608,Weak
0.9128699190400286,0.672,0.22041600000000003,0.02106259397548778,2.320185614849188,Weak
0.9179621399872385,0.667,0.22211099999999992,0.009009009009008973,2.272727272727273,Weak
0.92481870497303,0.66,0.22440000000000004,-0.00764973667767569,2.2123893805309733,Weak
0.925772423214538,0.659,0.22471899999999995,-0.009160688953389926,2.207505518763797,Weak
0.9179621399872385,0.667,0.22211099999999998,-0.004504504504504548,2.242152466367713,Weak
0.9285950940151024,0.656,0.22566399999999995,0.04387913863342155,2.320185614849188,Weak
0.8788323569105613,0.702,0.20919600000000002,-0.03774569407079056,2.304147465437788,Weak
0.9107872838661831,0.674,0.219724,-0.019954603050164443,2.232142857142857,Weak
0.9076140601356765,0.677,0.21867099999999998,-0.031106360725524515,2.2222222222222223,Weak
0.9209394481940656,0.664,0.22310400000000002,-0.03443335286066423,2.1691973969631237,Weak
0.9375897508004304,0.646,0.22868399999999997,-0.01789345806790267,2.150537634408602,Weak
0.9128699190400286,0.672,0.22041600000000003,-0.057608774671949324,2.1459227467811157,Weak
0.9209394481940656,0.664,0.22310400000000005,0.02686651583710409,2.304147465437788,Weak
0.9199534913630799,0.665,0.22277500000000003,-0.0060061140082718935,2.232142857142857,Weak
0.9267197214533212,0.658,0.225036,-0.047778541775122085,2.1231422505307855,Weak
0.9219189385491551,0.663,0.22343100000000002,-0.006028772845659722,2.2271714922048997,Weak
0.9076140601356765,0.677,0.21867099999999998,0.03612763655084913,2.375296912114014,Weak
0.9139014134928695,0.671,0.220759,-0.007678746683144798,2.2522522522522523,Weak
0.9367188103082079,0.647,0.228391,0.015867238075566382,2.2271714922048997,Weak
0.9179621399872385,0.667,0.22211099999999992,-0.015042177706327545,2.2222222222222223,Weak
0.9459534760689116,0.636,0.23150400000000004,-0.02000519165873517,2.1186440677966103,Weak
0.9169567260822411,0.668,0.221776,-0.004523763483186572,2.247191011235955,Weak
0.9159448069797606,0.669,0.22143899999999997,-0.0015343606116355259,2.2573363431151243,Weak
0.9295231861792262,0.655,0.2259750000000001,-0.013921021140806053,2.183406113537118,Weak
0.894324416158213,0.689,0.214279,-0.013156172885665186,2.304147465437788,Weak
0.925772423214538,0.659,0.22471899999999995,0.03539397640414062,2.3094688221709005,Weak
0.9435101346706888,0.639,0.23067899999999994,0.02998970913355928,2.237136465324385,Weak
0.92481870497303,0.66,0.22440000000000004,0.01171058807269064,2.2573363431151243,Weak
0.8988610370442901,0.685,0.21577500000000002,0.04486215538847115,2.4271844660194173,Weak
0.9107872838661831,0.674,0.219724,-0.01392639930689623,2.247191011235955,Weak
0.9285950940151024,0.656,0.22566399999999992,-0.00644860642641584,2.202643171806167,Weak
0.925772423214538,0.659,0.22471899999999997,0.024944513276702825,2.2831050228310503,Weak
0.8999784480561683,0.684,0.216144,-0.03682562040143077,2.232142857142857,Weak
0.9219189385491551,0.663,0.22343100000000005,0.002933643929361119,2.247191011235955,Weak
0.901089184365763,0.683,0.21651100000000004,-0.010508727863877368,2.288329519450801,Weak
0.9076140601356765,0.677,0.21867099999999998,0.0803717002216647,2.487562189054726,Weak
0.9118318792514706,0.673,0.22007100000000002,0.07712155963302768,2.4630541871921183,Weak
0.9228919718923307,0.662,0.22375599999999998,0.008859786615988538,2.2573363431151243,Weak
0.9043814577244939,0.68,0.2176,-0.03765086508294649,2.2172949002217295,Weak
0.8931734583778568,0.69,0.21389999999999995,-0.010272016480172268,2.314814814814815,Weak
0.9076140601356765,0.677,0.21867099999999998,0.020893252972319483,2.336448598130841,Weak
0.8988610370442901,0.685,0.21577500000000002,-0.015413533834586443,2.2831050228310503,Weak
0.9285950940151024,0.656,0.22566399999999998,0.07049974156547911,2.386634844868735,Weak
0.9107872838661831,0.674,0.219724,-0.04272144686824856,2.183406113537118,Weak
0.9097361225311661,0.675,0.21937499999999993,0.001228030130107167,2.2831050228310503,Weak
0.908678384800712,0.676,0.21902400000000005,-0.02485939875794603,2.232142857142857,Weak
0.908678384800712,0.676,0.21902400000000005,-0.03088906568284792,2.2172949002217295,Weak
0.8885020591088226,0.694,0.21236400000000002,0.02157989048045269,2.4096385542168677,Weak
0.9159448069797606,0.669,0.22143899999999997,0.002987250748317236,2.2675736961451247,Weak
0.9276606087330419,0.657,0.22535100000000002,-0.007844165540780743,2.202643171806167,Weak
0.9349579708037453,0.649,0.22779899999999997,0.008908972037200013,2.2172949002217295,Weak
0.9401647521318284,0.643,0.22955099999999995,0.0323568679808373,2.2522522522522523,Weak
0.9322691915480671,0.652,0.22689599999999996,-0.023041474654377805,2.1551724137931036,Weak
0.8977369399155668,0.686,0.215404,-0.03573852805802231,2.242152466367713,Weak
0.9043814577244939,0.68,0.2176,-0.04369016936671586,2.202643171806167,Weak
0.8931734583778568,0.69,0.21389999999999995,-0.005594831218690014,2.3255813953488373,Weak
0.9097361225311661,0.675,0.2193749999999999,0.005788632732252921,2.293577981651376,Weak
0.9097361225311661,0.675,0.2193749999999999,-0.006414622267354424,2.2675736961451247,Weak
0.9107872838661831,0.674,0.21972399999999997,0.06200603469493814,2.4271844660194173,Weak
0.9118318792514706,0.673,0.22007100000000002,0.022567169069462656,2.3255813953488373,Weak
0.9426831892554923,0.64,0.2304,-0.03636799282412745,2.0964360587002098,Weak
0.8954686411420223,0.688,0.214656,0.03988915015115903,2.4271844660194173,Weak
0.9107872838661831,0.674,0.219724,0.031643443168012104,2.3529411764705883,Weak
0.925772423214538,0.659,0.22471899999999995,-0.015126260150282086,2.192982456140351,Weak
0.9149263727797277,0.67,0.22109999999999996,0.007480832917479362,2.2831050228310503,Weak
0.9128699190400286,0.672,0.22041600000000006,-0.012217840136672528,2.242152466367713,Weak
0.9304448940240343,0.654,0.22628399999999999,-0.0065903710897194726,2.197802197802198,Weak
0.9209394481940656,0.664,0.22310400000000002,0.046346888644941055,2.3529411764705883,Weak
0.9149263727797277,0.67,0.22109999999999996,-0.0076019968175655645,2.247191011235955,Weak
0.9149263727797277,0.67,0.22109999999999996,-0.004565837749694184,2.2522522522522523,Weak
0.9331717984240897,0.651,0.22719900000000004,-0.06862846087220188,2.0618556701030926,Weak
0.8966061451541427,0.687,0.215031,0.0337433879025493,2.4096385542168677,Weak
0.9267197214533212,0.658,0.22503599999999999,0.03230663143519154,2.2988505747126435,Weak
0.9999971146079947,0.499,0.24999899999999994,0.037034216570303716,2.079002079002079,Good
0.99819587904281,0.475,0.24937499999999993,0.03060572592036214,2.070393374741201,Good
0.999858611267083,0.507,0.24995100000000003,-0.003199025060289196,1.996007984031936,Good
0.9998153271549208,0.508,0.24993600000000002,-0.03727089046038396,1.9305019305019304,Good
